,age,monthly_income,credit_utilization_ratio,loan_amount,loan_duration_months,num_late_payments,existing_loans_count,account_tenure_years,employment_type,education_level,marital_status,region,customer_financial_statement,sentiment,financial_stress_level,risk_category,default_risk
413,45,5000,0.65,12000,36,1,2,15,Salaried,Diploma,Divorced,Urban,"The divorce was financially difficult, but I'm slowly getting back on my feet and managing my new expenses.",0.55,Medium,Watchlist,0
414,33,2200,0.9,4000,24,7,2,8,Salaried,High School,Single,Rural,"Every month is a struggle; I try my best, but sometimes there just isn't enough to cover everything.",0.15,High,High Risk,1
415,62,8000,0.2,10000,36,0,1,19,Salaried,Master,Married,Suburban,"We're preparing for a comfortable retirement, with minor home improvements being our last significant expense.",0.9,Low,Low Risk,0
416,23,1500,0.75,2000,12,2,1,0,Unemployed,Bachelor,Single,Urban,"Finding a job has been harder than I thought, and I'm barely scraping by with my current income.",0.15,High,High Risk,1
417,49,9000,0.35,28000,60,0,3,17,Self-Employed,Diploma,Married,Rural,"My business is stable, and I'm investing in upgrades to keep competitive, feeling confident about the future.",0.9,Low,Low Risk,0
418,21,2000,0.1,1000,12,0,0,0,Student,Bachelor,Single,Urban,"My parents help me out, so I don't have many financial worries beyond my daily expenses.",0.75,Low,Low Risk,0
419,39,7000,0.25,15000,48,0,1,11,Salaried,Master,Married,Suburban,We're comfortable and make sure to save regularly; financial planning is key for our family.,0.9,Low,Low Risk,0
420,70,2000,0.98,8000,24,9,2,20,Unemployed,High School,Divorced,Rural,"My medical bills are overwhelming, and I just can't keep up with everything on my limited income.",0.1,High,High Risk,1
421,21,2500,0.5,3000,24,0,0,0,Salaried,High School,Single,Urban,"I'm excited about my first real job and trying to save up, but my car payment is a big chunk of my income.",0.45,Medium,Watchlist,0
422,36,3000,0.7,10000,36,2,2,10,Student,Diploma,Single,Urban,"I took a risk to go back to school, so finances are very tight right now, but I hope it pays off in the long run.",0.35,High,Watchlist,1
423,42,9500,0.3,35000,60,0,2,14,Salaried,Bachelor,Married,Suburban,"Our mortgage is manageable, and we're just updating our home to make it perfect for our growing kids.",0.85,Low,Low Risk,0
424,65,3500,0.6,7000,24,1,1,18,Unemployed,Diploma,Married,Rural,"We usually manage well, but these unexpected repairs have definitely put a strain on our budget.",0.45,Medium,Watchlist,0
425,22,1800,0.85,8000,36,3,2,2,Student,Diploma,Single,Urban,I'm constantly worried about making ends meet and often use my credit card for groceries.,0.12,High,High Risk,1
426,35,7500,0.2,15000,48,0,1,10,Salaried,Bachelor,Married,Suburban,"My finances are well-managed, and I'm saving for a down payment on a larger home.",0.95,Low,Low Risk,0
427,52,18000,0.1,30000,60,0,2,18,Salaried,Master,Married,Urban,I have a diversified investment portfolio and feel very secure about my financial future.,0.95,Low,Low Risk,0
428,41,5500,0.65,12000,36,1,3,7,Self-Employed,Bachelor,Divorced,Urban,"My income fluctuates, which makes budgeting tough, and I'm trying to pay down some business debts.",0.35,Medium,Watchlist,0
429,29,1500,0.95,7000,24,4,1,5,Unemployed,High School,Single,Rural,I lost my job recently and am struggling to cover my basic expenses with what little credit I have left.,0.05,High,High Risk,1
430,25,4000,0.15,3000,12,0,0,1,Salaried,Bachelor,Single,Urban,"I'm just starting my career and building my credit responsibly, hoping to save for bigger goals.",0.75,Low,Low Risk,0
431,48,6200,0.7,20000,48,2,4,15,Salaried,Diploma,Divorced,Suburban,"With child support and expenses, I'm constantly juggling bills but I always prioritize my payments.",0.4,Medium,Watchlist,0
432,58,12000,0.3,45000,60,0,2,20,Salaried,Master,Married,Suburban,"We're comfortable and nearing retirement, with most of our major debts paid off.",0.9,Low,Low Risk,0
433,32,3000,0.4,5000,24,0,1,1,Salaried,Bachelor,Single,Urban,I'm working hard to establish my financial footing in a new country and build a good credit score.,0.6,Low,Low Risk,0
434,44,4500,0.75,18000,36,3,2,9,Self-Employed,High School,Married,Rural,"Business has been slow this past season, making it difficult to keep up with all the payments on time.",0.25,High,High Risk,1
435,26,2500,0.6,10000,36,1,2,3,Student,Master,Single,Urban,"Student loans and living expenses are a constant juggle, but I'm optimistic about my future earnings.",0.45,Medium,Watchlist,0
436,68,2800,0.35,6000,24,0,1,15,Unemployed,High School,Divorced,Rural,"My pension covers my needs, and I've always been careful with my spending.",0.85,Low,Low Risk,0
437,39,8000,0.9,35000,60,5,4,12,Salaried,Bachelor,Married,Suburban,"Despite a good salary, multiple debts and unexpected expenses have pushed my finances to the limit.",0.3,High,High Risk,1
438,37,9000,0.45,25000,48,0,3,6,Self-Employed,Bachelor,Married,Urban,"My business is thriving, and I'm strategically using credit to expand operations.",0.95,Low,Low Risk,0
439,31,3500,0.8,10000,36,2,2,4,Salaried,Diploma,Single,Suburban,"Raising a child alone makes every dollar count, and sometimes I barely manage to pay bills on time.",0.2,High,Watchlist,1
440,50,5000,0.7,15000,48,1,3,10,Salaried,Bachelor,Divorced,Suburban,"After my divorce, I'm trying to get my finances back on track, but it's a slow process.",0.35,Medium,Watchlist,0
441,55,1500,0.99,20000,36,8,3,18,Unemployed,High School,Single,Rural,"I haven't been able to find steady work in years, and my debts are completely overwhelming me.",0.0,High,High Risk,1
442,23,3800,0.5,12000,48,0,1,2,Salaried,Bachelor,Single,Urban,I just landed my first professional job and am focused on paying down my student loans.,0.7,Medium,Watchlist,0
443,30,10000,0.1,10000,24,0,1,5,Salaried,Master,Married,Urban,"My financial situation is excellent, and I'm actively investing in growth stocks.",0.95,Low,Low Risk,0
444,33,2000,0.3,4000,12,0,0,8,Unemployed,Diploma,Married,Suburban,"My family's finances are stable thanks to my spouse's income, and I manage our household budget carefully.",0.9,Low,Low Risk,0
445,60,1700,0.9,5000,24,10,1,3,Salaried,High School,Divorced,Rural,"After my business failed, I'm working minimum wage and barely able to cover my past debts.",0.05,High,High Risk,1
446,42,7000,0.25,18000,36,0,1,15,Salaried,Bachelor,Married,Suburban,I'm content with my financial progress and have enough disposable income for leisure and savings.,0.9,Low,Low Risk,0
447,28,4800,0.55,8000,24,1,1,4,Self-Employed,Bachelor,Single,Urban,"My income can be unpredictable, so I try to maintain a good buffer, but sometimes I cut it close.",0.4,Medium,Watchlist,0
448,65,15000,0.6,50000,60,0,2,20,Salaried,Master,Married,Urban,"I'm taking out a large loan for a luxury item before retiring, confident I can manage the payments.",0.35,Medium,Watchlist,0
449,40,5000,0.92,25000,48,6,3,10,Salaried,Diploma,Married,Suburban,A recent family medical emergency has completely drained our savings and pushed us deep into debt.,0.05,High,High Risk,1
450,28,4500,0.25,15000,48,0,1,6,Salaried,Bachelor,Single,Urban,I'm steadily building my savings and managing my car loan payments comfortably each month.,0.9,Low,Low Risk,0
451,22,1800,0.85,3000,12,1,1,2,Student,High School,Single,Suburban,"It's tough to make ends meet with tuition and living costs, and I sometimes struggle to pay my credit card.",0.2,High,High Risk,1
452,45,7000,0.6,40000,60,2,3,15,Salaried,Bachelor,Married,Suburban,"My family's expenses are growing, and sometimes it feels like we're just treading water with all the bills.",0.3,Medium,Watchlist,0
453,55,18000,0.15,50000,60,0,2,20,Salaried,Master,Married,Urban,"My financial portfolio is well-diversified, and I'm always looking for smart investment opportunities.",0.9,Low,Low Risk,0
454,38,3500,0.75,8000,24,3,2,10,Salaried,Diploma,Divorced,Urban,"Divorce has really hit my finances hard, and I'm trying my best to get things back on track, but it's a struggle.",0.2,High,High Risk,1
455,68,2500,0.3,2000,12,0,0,18,Unemployed,High School,Divorced,Rural,"My pension covers my needs, and I'm careful with my spending; no major debts to worry about.",0.9,Low,Low Risk,0
456,32,6000,0.55,25000,48,0,1,7,Self-Employed,Bachelor,Single,Urban,"My business is growing, and I'm reinvesting profits, which means my personal funds can sometimes be tight.",0.65,Medium,Watchlist,0
457,30,1500,0.95,5000,24,5,2,8,Unemployed,Diploma,Single,Suburban,"Losing my job has been devastating, and I'm barely keeping up with bills while searching for new employment.",0.1,High,High Risk,1
458,50,6500,0.2,10000,36,0,1,17,Salaried,Bachelor,Married,Suburban,We live comfortably within our means and have managed to keep our debts low.,0.9,Low,Low Risk,0
459,24,3200,0.4,7000,36,0,1,3,Salaried,Bachelor,Single,Urban,"Just starting my career, I'm focused on paying down my student loans and building my credit responsibly.",0.65,Low,Low Risk,0
460,62,4000,0.7,12000,48,4,2,10,Self-Employed,Diploma,Married,Rural,"My business has its ups and downs, making it hard to predict income, and I sometimes fall behind on payments.",0.25,High,High Risk,1
461,33,8000,0.65,45000,60,1,3,9,Salaried,Bachelor,Married,Suburban,"We just bought our first house, so things are tight, but we're excited for our future here.",0.6,Medium,Watchlist,0
462,40,3800,0.5,5000,24,0,1,12,Salaried,Diploma,Divorced,Urban,"Being a single parent means I have to be very careful with every dollar, but I always prioritize my bills.",0.7,Medium,Low Risk,0
463,58,20000,0.1,50000,60,0,3,20,Salaried,Master,Married,Urban,My financial advisor helps me manage my extensive portfolio; debt is simply a tool for strategic growth.,0.95,Low,Low Risk,0
464,48,2800,0.98,15000,48,8,5,14,Salaried,High School,Single,Rural,I'm drowning in debt from various sources; I just can't keep up with all the minimum payments anymore.,0.05,High,High Risk,1
465,35,4000,0.45,4000,24,0,0,1,Salaried,Bachelor,Married,Urban,I'm new to the country and diligently working to establish a strong credit history here.,0.6,Low,Low Risk,0
466,29,5000,0.6,10000,36,2,1,5,Self-Employed,Bachelor,Single,Urban,"My income as a freelancer can be unpredictable, so I need to be careful with my finances, sometimes I miss a payment.",0.3,Medium,Watchlist,0
467,70,3000,0.18,1500,12,0,0,20,Unemployed,High School,Married,Rural,"We've always lived frugally, ensuring we have enough for our needs and a little extra for emergencies.",0.85,Low,Low Risk,0
468,26,5500,0.7,30000,60,0,1,4,Salaried,Master,Single,Urban,"My master's degree led to a great job, but the student loan payments are a significant chunk of my income.",0.45,Medium,Watchlist,0
469,42,4200,0.8,10000,36,3,3,13,Salaried,Diploma,Married,Suburban,"Unexpected medical bills have really strained our budget, making it hard to keep up with everything.",0.2,High,High Risk,1
470,30,10000,0.75,20000,48,1,2,8,Salaried,Bachelor,Single,Urban,"I earn well, but I also enjoy a lavish lifestyle, which means my credit card balance can get quite high.",0.45,Medium,Watchlist,0
471,52,1600,0.9,7000,36,6,4,16,Unemployed,High School,Divorced,Rural,"My health issues have left me unable to work, and I'm struggling immensely with accumulated medical and living expenses.",0.1,High,High Risk,1
472,36,12000,0.12,25000,60,0,1,10,Salaried,Bachelor,Married,Urban,"I prioritize saving and investing, ensuring I always have a healthy financial buffer and low debt.",0.95,Low,Low Risk,0
473,25,2800,0.55,4000,24,1,1,3,Student,Diploma,Single,Suburban,"Managing school and work is hard, so sometimes my finances are a bit stretched, but I'm trying to stay on track.",0.4,Medium,Watchlist,0
474,60,9000,0.3,18000,36,0,2,18,Salaried,Master,Married,Suburban,"We're comfortable and looking forward to retirement, ensuring all our finances are in order beforehand.",0.95,Low,Low Risk,0
475,28,4500,0.35,15000,36,0,1,5,Salaried,Bachelor,Single,Urban,"I'm saving up for a down payment on my first home, managing my finances carefully.",0.85,Low,Low Risk,0
476,22,1800,0.88,3000,24,3,1,1,Student,Bachelor,Single,Urban,"I'm always juggling bills and hoping my part-time paychecks cover everything, it's quite stressful.",0.15,High,High Risk,1
477,45,8500,0.2,25000,60,0,2,15,Salaried,Master,Married,Suburban,"My family's financial future is secure, and we're planning for our kids' college funds.",0.95,Low,Low Risk,0
478,58,3000,0.65,7000,36,1,1,10,Salaried,Diploma,Divorced,Rural,"I'm managing okay on my fixed income, but unexpected expenses always make me nervous.",0.4,Medium,Watchlist,0
479,35,6000,0.5,30000,48,0,3,8,Self-Employed,Bachelor,Married,Urban,"My business is growing, and while cash flow can fluctuate, I'm confident in our future.",0.8,Low,Low Risk,0
480,62,1500,0.95,2000,12,5,2,20,Unemployed,High School,Divorced,Rural,"After losing my job, I'm really struggling to make ends meet and keep up with payments.",0.05,High,High Risk,1
481,30,7000,0.15,10000,24,0,0,7,Salaried,Master,Single,Urban,I live well within my means and am actively investing for early retirement.,0.95,Low,Low Risk,0
482,26,3200,0.7,8000,36,2,1,3,Salaried,Bachelor,Single,Suburban,"I'm trying to get on top of my credit card debt, but it feels like an uphill battle sometimes.",0.3,Medium,Watchlist,1
483,40,10000,0.1,45000,60,0,1,12,Salaried,Master,Married,Urban,"We recently refinanced our home, which has significantly improved our monthly budget.",0.9,Low,Low Risk,0
484,50,4000,0.8,12000,48,4,3,18,Self-Employed,Diploma,Divorced,Rural,"My business has been slow, making it hard to pay all my bills on time.",0.2,High,High Risk,1
485,67,2500,0.4,5000,24,0,0,20,Retired,High School,Married,Suburban,"My pension provides a comfortable income, allowing me to enjoy my retirement without financial worries.",0.95,Low,Low Risk,0
486,33,5200,0.6,18000,48,1,2,6,Salaried,Bachelor,Single,Urban,"I'm managing a few debts, but I'm making progress and expect to clear them soon.",0.7,Medium,Watchlist,0
487,24,2000,0.9,4000,36,6,1,2,Student,Diploma,Single,Rural,I'm overwhelmed by my student loans and credit card debt; I can barely afford groceries.,0.1,High,High Risk,1
488,49,9500,0.25,50000,60,0,2,17,Salaried,Master,Married,Suburban,We're investing heavily in our retirement fund and looking to buy a vacation home soon.,0.95,Low,Low Risk,0
489,38,12000,0.12,20000,36,0,1,10,Self-Employed,Bachelor,Married,Urban,"My business is thriving, and I'm actively expanding my investments portfolio.",0.95,Low,Low Risk,0
490,55,2800,0.75,6000,24,2,2,19,Salaried,High School,Single,Rural,I'm nearing retirement and worried about having enough savings to maintain my lifestyle.,0.35,Medium,Watchlist,1
491,29,3800,0.45,10000,36,0,1,4,Salaried,Bachelor,Married,Suburban,We're focused on building our savings and paying off our car loan ahead of schedule.,0.85,Low,Low Risk,0
492,42,5800,0.68,22000,60,3,4,14,Self-Employed,Diploma,Divorced,Urban,"Managing four loans and supporting my family solo is incredibly tough, but I'm trying my best.",0.2,High,High Risk,1
493,60,7500,0.05,1000,12,0,0,20,Salaried,Master,Married,Urban,"My retirement planning is complete, and I'm looking forward to a financially stress-free future.",0.95,Low,Low Risk,0
